# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
         11.980	      13248.490
         11.990	      13261.319
         12.000	      13255.510
         12.010	      13233.580
         12.020	      13007.215
         12.030	      10267.338
         12.040	       9529.482
         12.050	       9561.426
         12.060	       9615.535
         12.070	       9698.001
         12.080	       9789.796
         12.090	       9863.535
         12.100	       9924.527
         12.110	       9978.156
         12.120	      10027.699
         12.130	      10074.410
         12.140	      10119.863
         12.150	      10164.451
         12.160	      10208.485
         12.170	      10252.275
         12.180	      10296.311
         12.190	      10340.659
         12.200	      10385.388
         12.210	      10430.529
         12.220	      10472.606
         12.230	      10505.510
         12.240	      10533.960
         12.250	      10565.073
         12.260	      10596.744
         12.270	      10628.941
         12.280	      10661.921
         12.290	      10695.314
         12.300	      10727.499
         12.310	      10763.123
         12.320	      10796.016
         12.330	      10825.919
         12.340	      10852.753
         12.350	      10876.540
         12.360	      10897.490
         12.370	      10915.877
         12.380	      10932.297
         12.390	      10948.270
         12.400	      10965.013
         12.410	      10983.110
         12.420	      11002.659
         12.430	      11023.393
         12.440	      11045.036
         12.450	      11067.470
         12.460	      11090.614
         12.470	      11114.404
         12.480	      11138.651
         12.490	      11163.134
         12.500	      11188.093
         12.510	      11213.291
         12.520	      11238.697
         12.530	      11264.272
         12.540	      11289.929
         12.550	      11315.770
         12.560	      11341.967
         12.570	      11368.420
         12.580	      11394.960
         12.590	      11421.467
         12.600	      11448.181
         12.610	      11475.150
         12.620	      11502.340
         12.630	      11529.659
         12.640	      11556.949
         12.650	      11584.383
         12.660	      11611.980
         12.670	      11639.519
         12.680	      11667.057
         12.690	      11694.680
         12.700	      11722.454
         12.710	      11750.303
         12.720	      11778.131
         12.730	      11806.027
         12.740	      11834.009
         12.750	      11861.990
         12.760	      11889.370
         12.770	      11907.754
         12.780	      11908.140
         12.790	      11895.153
         12.800	      11873.457
         12.810	      11117.435
         12.820	       9826.786
         12.830	       9830.266
         12.840	       9847.544
         12.850	       9879.574
         12.860	       9927.301
         12.870	       9980.884
         12.880	      10019.713
         12.890	      10049.647
         12.900	      10076.850
         12.910	      10103.164
         12.920	      10129.144
         12.930	      10154.991
         12.940	      10180.720
         12.950	      10206.256
         12.960	      10231.679
         12.970	      10257.120
         12.980	      10282.443
         12.990	      10307.550
         13.000	      10332.563
         13.010	      10357.540
         13.020	      10382.371
         13.030	      10407.087
         13.040	      10431.730
         13.050	      10456.239
         13.060	      10480.530
         13.070	      10504.583
         13.080	      10528.400
         13.090	      10552.107
         13.100	      10575.740
         13.110	      10599.270
         13.120	      10622.654
         13.130	      10645.881
         13.140	      10668.930
         13.150	      10691.776
         13.160	      10714.357
         13.170	      10736.679
         13.180	      10758.986
         13.190	      10780.999
         13.200	      10802.830
         13.210	      10824.530
         13.220	      10845.950
         13.230	      10867.170
         13.240	      10888.197
         13.250	      10908.920
         13.260	      10929.270
         13.270	      10949.396
         13.280	      10969.356
         13.290	      10989.089
         13.300	      11008.496
         13.310	      11027.436
         13.320	      11045.910
         13.330	      11064.094
         13.340	      11081.997
         13.350	      11099.621
         13.360	      11117.093
         13.370	      11134.230
         13.380	      11150.900
         13.390	      11167.383
         13.400	      11183.790
         13.410	      11199.930
         13.420	      11215.840
         13.430	      11231.600
         13.440	      11247.260
         13.450	      11262.823
         13.460	      11278.227
         13.470	      11293.501
         13.480	      11308.840
         13.490	      11324.299
         13.500	      11339.830
         13.510	      11355.433
         13.520	      11371.084
         13.530	      11386.690
         13.540	      11402.223
         13.550	      11417.800
         13.560	      11433.510
         13.570	      11449.340
         13.580	      11465.270
         13.590	      11481.299
         13.600	      11497.437
         13.610	      11508.746
         13.620	      11503.460
